"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"315393",452716,"USGS",6764880,"358","1996-04-25 10:35:00","MDT","Yes","DEH","USGS",3.31,165,"10.0",0,-2.9,"GOOD",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",165,120,93,1.29,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"south platte r",0.00164636,41.1261111,-101.5766667,8.639979,36.6,0.39345,0.00164636,0.236065,0.0393907201711113
"170146",143679,"USGS",6090800,"569","1991-08-21 13:05:00","MDT","Yes","KLS/SVL","USGS",2.52,5620,"",NA,NA,"Good",0,1.6,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",5620,460,2560,2.2,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00055493,47.8169111,-110.6661417,237.83168,140.3,0.671,0.00055493,1.6951652173913,0.0499119575755385
"207215",430286,"USGS",1595500,"429","2003-09-11 11:45:00","EST","Yes","JLG","USGS",3.19,291,"22.0",-0.07,-2,"FAIR",0,0.8,"","MEAS",1,"Unspecified","WADE","QUNSP","",291,137,267,1.09,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"north branch potomac r",0.00849579,39.39388889,-79.1816944,24.805101,41.785,0.33245,0.00849579,0.593636496350365,0.195834532682071
"71433",211356,"USGS",1427207,"20","1968-04-12","","Yes","X","USGS",6.65,1480,"",NA,NA,"Unspecified",NA,NA,"Unspecifed","UNSP",1,"Imported Channel 1","UNSP","QSCMM","VPAA",1480,200,1440,1.03,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"delaware r",0.00447949,41.8672222,-75.21388889,133.78032,61,0.31415,0.00447949,2.19312,0.359626885548904
"339055",802266,"USGS",11276500,"803","2001-10-01 15:24:00","PDT","Yes","BTY","USGS",2.95,54.1,"17.0",0.04,-4,"FAIR",0,0.8,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",54.1,67.7,64.8,0.85,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"tuolumne r",0.02048837,37.93742147,-119.7982326,6.0201144,20.6485,0.25925,0.02048837,0.291552141802068,0.242761099960558
"218414",124000,"USGS",7367005,"11","2007-09-17 16:33:00","CDT","Yes","ANW/BBG","USGS",21.5,2680,"",NA,NA,"Fair",0.01,0.6,"Clear","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",2680,702,12400,0.22,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"ouachita r",0.00003547,32.50027778,-92.1197222,1151.9972,214.11,0.0671,0.00003547,5.38039886039886,0.272532137272578
"275451",1141234,"USGS",13307000,"385","2013-07-10 14:35:25","MDT","Yes","JWJ/JEB","USGS",2.6,1900,"",NA,NA,"Good",0,0.3,"Clear","MEAS",1,"Main","MBOT","QADCP","VADCP",1900,170,791,2.4,"FIRM","CBLS","EVEN","unkn","EVEN","STND","ATGA",NA,"salmon r",0.00334362,45.3225,-114.44,73.486273,51.85,0.732,0.00334362,1.41728588235294,0.0996710461947287
"11017",15340,"USGS",7146500,"822","1999-09-28 11:15:00","CDT","Yes","MPH/JIV","USGS",18.49,22900,"50.0",NA,NA,"GOOD",0.09,1.58,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",22900,769,5720,4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00043593,37.0375083,-97.0392194,531.40516,234.545,1.22,0.00043593,2.26568530559168,0.0295221697728052
"262164",2321043,"USGS",6853020,"231","2003-01-28 12:45:00","CST","Yes","jfg/jam","USGS",3.2,3.09," 8.0",-0.34,NA,"GOOD",0,0.5,"","MEAS",1,"Unspecified","WADE","QUNSP","",3.09,18,4.34,0.74,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"republican r",0.00003761,40.06416667,-98.3308333,0.40319902,5.49,0.2257,0.00003761,0.0734424444444444,0.00476524085503072
"4629",51100,"USGS",7083710,"50","2004-09-02 10:37:00","MDT","Yes","EEE","USGS",3.06,76.3," 2.0",0,-6,"FAIR",0,0.4,"ALGA","MEAS",1,"Unspecified","WADE","QUNSP","",76.3,53,54.1,1.41,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00835282,39.1638798,-106.320024,5.0260523,16.165,0.43005,0.00835282,0.310921886792453,0.0975360444669844
"307236",671983,"USGS",13038500,"65","1984-02-29 15:15:00","MST","Yes","RWE","USGS",5.96,1810,"",NA,NA,"Good",-0.01,0.8,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1810,262,608,2.98,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"snake r",0.00046296,43.73527778,-111.8780556,56.485024,79.91,0.9089,0.00046296,0.706858015267176,0.018784966398429
"354503",1101616,"USGS",3348000,"694","2010-02-04 09:50:00","EST","Yes","lvm","USGS",4.65,249,"",NA,NA,"Fair",0,0.3,"Clear","MEAS",1,"Imported Channel 1","BRDS","QADCP","VADCP",249,119,246,1.01,"FIRM","GRVL","EVEN","unkn","EVEN","UNSP","DNST",200,"white r",0.00064433,40.10527778,-85.67138889,22.854138,36.295,0.30805,0.00064433,0.62967731092437,0.0605357126729983
"138306",560156,"USGS",1453000,"561","1981-10-01","","Yes","jc","USGS",1.48,837,"",NA,NA,"Fair",0.01,1.8,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",837,243,612,1.37,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"lehigh r",0.00032823,40.6153761,-75.3787914,56.856636,74.115,0.41785,0.00032823,0.767140740740741,0.0363344643041438
"79226",483144,"USGS",5528000,"482","2005-06-15 12:30:00","CST","Yes","src","USGS",1.46,49.7,"21.0",-0.13,4.2,"GOOD",0,0.5,"HVDB","MEAS",1,"Unspecified","WADE","QSCMM","VADV",49.7,59,58.5,0.85,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"des plaines r",0.00047916,42.34388889,-87.9411111,5.4348255,17.995,0.25925,0.00047916,0.302018644067797,0.0380082040259759
"352868",3151013,"USGS",10128500,"998","2002-07-15 12:25:00","MDT","Yes","TAK","USGS",1.26,118,"23.0",0,0.85,"FAIR",-0.01,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",118,55,61.2,1.93,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"weber r",0.01572242,40.7371721,-111.2479652,5.6856636,16.775,0.58865,0.01572242,0.338936727272727,0.103549570738216
"28962",86146,"USGS",6880500,"85","1957-07-26","","Yes","FFS","USGS",3.67,135,"",NA,NA,"UNSP",0.63,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",135,36.4,102,1.32,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"blue r",0.00246478,40.90305556,-97.1116667,9.476106,11.102,0.4026,0.00246478,0.853549450549451,0.110960337283849
"255212",313027,"USGS",7316000,"1836","1983-10-24","","Yes","HP","USGS",37.08,150000,"",NA,NA,"Good",0.04,1.6,"","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",150000,1200,27200,5.55,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"red r",0.00025989,33.7278833,-97.1600129,2526.9616,366,1.69275,0.00025989,6.90426666666667,0.0345313586955892
"171799",1120110,"USGS",6330000,"1119","1947-09-24","","Yes","NEUMEN","USGS",6.95,33600,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",33600,1086,11000,3.05,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00003363,48.1080792,-103.7146446,1021.933,331.23,0.93025,0.00003363,3.08526703499079,0.0132117068150562
"132955",751029,"USGS",3287250,"74","2013-01-02 12:16:19","EST","Yes","TSL BLM","USGS",12.54,11900,"",NA,NA,"Good",0,0.3,"Unspecifed","MEAS",1,"main","MBOT","QADCP","VADCP",11900,351,8070,1.47,"FIRM","silt","EVEN","unkn","EVEN","UNFM","UPST",1000,"kentucky r",0.00081311,38.05285275,-84.8305045,749.72721,107.055,0.44835,0.00081311,7.00319658119658,0.232802883506371
"119218",521310,"USGS",5455700,"51","1954-10-29","","Yes","COE","USGS",6.14,1600,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",1600,236,992,1.62,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"iowa r",0.00196503,41.42377778,-91.4785278,92.159776,71.98,0.4941,0.00196503,1.28035254237288,0.105784681820547
"191320",338515,"USGS",6818000,"3382","2000-07-20 09:45:00","CDT","Yes","TEH/MCM","USGS",10.54,44900,"",NA,NA,"Fair",-0.05,3.3,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",44900,780,12600,3.56,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00020116,39.75325,-94.8568333,1170.5778,237.9,1.0858,0.00020116,4.92046153846154,0.0377883738919036
"270033",1411434,"USGS",14372300,"326","2005-01-11 08:52:00","PST","Yes","MDS","USGS",4.73,5200,"",NA,NA,"Good",-0.01,1.1,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",5200,313,1960,2.66,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"rogue r",0.00107142,42.5784422,-124.0581443,182.08988,95.465,0.8113,0.00107142,1.90739936102236,0.0620525291221296
"182801",1841113,"USGS",6807000,"1816","1961-04-29 06:20:00","CST","Yes","FEL","USGS",7.23,32600,"",0,NA,"GOOD",0,2.33,"","MEAS",1,"Unspecified","CRAN","QUNSP","",32600,508,5800,5.61,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,538.8374,154.94,1.71105,0.00018533,3.47771653543307,0.0182630349035142
"149331",119824,"USGS",6786000,"1121","1973-02-23","","Yes","Pedersen","USGS",5.22,698,"",NA,NA,"UNSP",NA,NA,"CICE","UNSP",1,"","UNSP","QSCMM","VELC",698,85,286,2.44,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00104098,41.77694444,-99.3791667,26.570258,25.925,0.7442,0.00104098,1.02488941176471,0.0440706576536709
"149055",922134,"USGS",6786000,"845","1962-04-25","","Yes","Wagner","USGS",4.5,467,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",467,129,207,2.26,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00104098,41.77694444,-99.3791667,19.230921,39.345,0.6893,0.00104098,0.488776744186046,0.029043788828472
"254200",462021,"USGS",12096500,"41","1993-10-13 09:33:00","PDT","Yes","JEJ","USGS",45.54,453,"",NA,NA,"Good",0,1,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",453,193,378,1.2,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"puyallup r",0.00167321,47.18510115,-122.2295625,35.117334,58.865,0.366,0.00167321,0.596574093264249,0.0792021674921372
"4626",4880,"USGS",7083710,"47","2004-07-07 15:53:00","MDT","Yes","EEE","USGS",3.37,158," 2.0",0,3,"FAIR",-0.01,0.4,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",158,59,67.2,2.35,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00835282,39.1638798,-106.320024,6.2430816,17.995,0.71675,0.00835282,0.346934237288136,0.0629574264283424
"108031",551070,"USGS",3271500,"413","1989-02-01 10:21:00","EST","Yes","MCD","USGS",3.3,1440,"",0,NA,"GOOD",NA,NA,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",1440,275,618,2.33,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"great miami r",0.00039879,39.6445028,-84.2896639,57.414054,83.875,0.71065,0.00039879,0.684519272727273,0.0218259667639758
"9702",10741,"USGS",7142680,"105","2010-12-07 13:29:30","CST","Yes","MPH","USGS",9.4,128,"0007",-0.1,0,"FAIR",NA,NA,"CLER","MEAS",1,"Main","WADE","QSCMM","VADV",128,60,66.5,1.93,"FIRM","SAND","EVEN","STDY","EVEN","STND","DNST",100,"arkansas r",0.00104966,38.1450113,-98.111169,6.1780495,18.3,0.58865,0.00104966,0.337598333333333,0.0266850100926117
"291301",781708,"USGS",2322000,"77","1936-06-16","","Yes","JWK","USGS",1.71,444,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",444,116,877,0.51,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"santa fe r",0.00015528,29.8427386,-82.6309512,81.475931,35.38,0.15555,0.00015528,2.30288103448276,0.139701825514079
"104655",74709,"USGS",9514100,"59","2000-02-07 14:25:00","MST","Yes","WH","USGS",4.78,14.3," 3.0",0.14,-0.1,"FAIR",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",14.3,70,71.6,0.2,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"gila r",0.00116015,33.3875427,-112.3923808,6.6518548,21.35,0.061,0.00116015,0.311562285714286,0.256619994520843
"68685",360122,"USGS",2071000,"364","1975-12-04 12:45:00","EST","Yes","IJF","USGS",2.38,725,"11.0",0,1.3,"GOOD",-0.03,1.17,"CLER","MEAS",1,"Unspecified","CWAY","QUNSP","",725,121,391,1.85,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"dan r",0.00002374,36.4125,-79.8261111,36.325073,36.905,0.56425,0.00002374,0.984285950413223,0.00854442771966414
"364379",961839,"USGS",6768025,"83","2016-03-28 10:16:00","CDT","Yes","JEA","USGS",4.87,315," 6.0",-0.18,-0.3,"GOOD",0.02,1,"CLER","MEAS",1,"main","WADE","QSCMM","VADV",315,119,140,2.25,"FIRM","SAND","EVEN","STDY","EVEN","STND","UPST",200,"wood r",0.00099371,40.67888889,-99.4891667,13.00642,36.295,0.68625,0.00099371,0.358352941176471,0.0231750913595216
"39687",43051,"USGS",7221500,"1159","2013-05-28 13:56:00","MDT","Yes","dkm","USGS",2.09,56.6,"29.0",-0.07,-1.6,"FAIR",0.05,1.26,"SUBM","MEAS",2,"main","WADE","QSCMM","VADV",56.6,50.5,34.3,1.65,"FIRM","BLDR","EVEN","STDY","EVEN","UNKN","DNST",800,"canadian r",0.00286705,35.6548333,-104.3786111,3.1865729,15.4025,0.50325,0.00286705,0.206886732673267,0.037218221011244
"226482",429329,"USGS",8395500,"375","1946-01-14","","Yes","Yates","USGS",2.6,94,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",94,81,88,1.07,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.0006482,32.98930556,-104.3209722,8.175464,24.705,0.32635,0.0006482,0.330923456790123,0.0373240931386493
"247788",312927,"USGS",1598500,"30","1951-11-05 16:05:00","EST","Yes","BK","USGS",1.9,72.3,"",0,NA,"GOOD",-0.01,0.67,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",72.3,65,74.1,0.98,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"potomac r",0.00122235,39.4789722,-79.0637778,6.8841123,19.825,0.2989,0.00122235,0.347244,0.0577867638026469
"218611",710389,"USGS",1379000,"449","1977-01-20","","Yes","JBC","USGS",4.38,12.6,"",0,NA,"FAIR",NA,NA,"CICE","MEAS",1,"Unspecified","WADE","QUNSP","",12.6,32,19.4,0.65,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"passaic r",0.00032102,40.68,-74.52888889,1.8023182,9.76,0.19825,0.00032102,0.18466375,0.0293071744612741
"352582",543446,"USGS",7328500,"929","2002-08-08 09:15:00","CDT","Yes","DLA","USGS",2.81,142,"",NA,NA,"Good",0,0.6,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",142,123,108,1.31,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"washita r",0.00043802,34.75480245,-97.2514124,10.033524,37.515,0.39955,0.00043802,0.267453658536585,0.0217441047111783
"64546",127292,"USGS",14231000,"134","2014-01-07 13:37:00","PST","Yes","cco","USGS",5.34,1670,"",NA,NA,"Fair",0.01,1.5,"Clear","MEAS",1,"main","BRDS","QSCMM","VPAA",1670,165,1520,1.1,"SOFT","SAND","UNEV","unkn","UNEV","NSTD","ATGA",NA,"cowlitz r",0.00208877,46.5319444,-121.9569444,141.21256,50.325,0.3355,0.00208877,2.80601212121212,0.271006150899185
"162858",477218,"USGS",5301000,"577","1984-05-14","","Yes","rlj","USGS",29.48,2370,"",NA,NA,"Good",NA,NA,"ScourControlChanged","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",2370,164,1750,1.35,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"minnesota r",0.00318737,45.0213472,-95.8683648,162.58025,50.02,0.41175,0.00318737,3.25030487804878,0.300860633470481
"192081",2815109,"USGS",6895500,"2826","1987-12-23 09:10:00","CST","Yes","KDR","USGS",11.42,47800,"",NA,NA,"Fair",-0.05,2.6,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",47800,972,12400,3.85,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.0001899,39.2150194,-93.5152118,1151.9972,296.46,1.17425,0.0001899,3.88584362139918,0.0290062861046205
"96720",141653,"USGS",7106500,"400","1984-12-11","","Yes","STG","USGS",4.06,222,"17.0",-0.66,NA,"GOOD",0,0.67,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",222,184,81.6,2.72,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"fountain creek",0.00489718,38.2877801,-104.6010849,7.5808848,56.12,0.8296,0.00489718,0.13508347826087,0.0222078123968239
"176207",365312,"USGS",6610000,"364","1939-09-02 09:05:00","CST","Yes","JAS","USGS",5.4,15700,"",0,NA,"GOOD",0.01,3,"","MEAS",1,"Unspecified","CRAN","QUNSP","",15700,520,6190,2.54,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00006841,41.25888735,-95.9225138,575.06957,158.6,0.7747,0.00006841,3.62591153846154,0.0251982883968851
"13844",11957,"USGS",10038000,"454","1996-11-07 13:05:00","MST","Yes","JS","USGS",3.17,256," 7.0",0,-1.2,"FAIR",-0.01,0.67,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",256,95,141,1.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"bear r",0.00303723,42.1266021,-110.973243,13.099323,28.975,0.5551,0.00303723,0.452090526315789,0.0584814166027628
"155523",97805,"USGS",6041000,"473","1984-06-01","","Yes","PLK","USGS",6.43,5650,"",NA,NA,"Fair",-0.04,1.8,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",5650,182,1020,5.54,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"madison r",0.00858869,45.49023056,-111.6345056,94.76106,55.51,1.6897,0.00858869,1.7070989010989,0.0783416982246617
"121880",188395,"USGS",2035000,"186","1948-11-02 12:30:00","EST","Yes","REC/CAS","USGS",1.77,2850,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",2850,580,1660,1.72,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"james r",0.00024887,37.67097957,-78.0858328,154.21898,176.9,0.5246,0.00024887,0.871786206896552,0.0274429830027862
"254936",200779,"USGS",7308500,"199","1966-09-15","","Yes","GHM","USGS",5.26,372," 1.0",0.13,-1,"FAIR",0.02,1,"","MEAS",1,"Unspecified","WADE","QUNSP","",372,165,179,2.08,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"red r",0.00082516,34.11009327,-98.5317234,16.629637,50.325,0.6344,0.00082516,0.330444848484849,0.0216423907120465
"165763",787126,"USGS",7010000,"787","1947-01-20","","Yes","hwo","USGS",6.65,127000,"",NA,NA,"Excellent",0.01,2.3,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",127000,1570,38200,3.32,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002474,38.629,-90.1797778,3548.8946,478.85,1.0126,0.00002474,7.41128662420382,0.0186720068315593
"200230",337354,"USGS",2089000,"336","1960-09-26 12:55:00","EST","Yes","LHC","USGS",4.85,1000,"",0,NA,"GOOD",-0.02,1.4,"","MEAS",1,"Unspecified","CRAN","QUNSP","",1000,191,742,1.35,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"neuse r",0.00008403,35.3375,-77.9975,68.934026,58.255,0.41175,0.00008403,1.18331518324607,0.0249067578594825
"357075",652571,"USGS",5052000,"64","1949-07-17","","Yes","DOR","USGS",1.12,17.6,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","WADE","QSCMM","VPAA",17.6,22.4,24.9,0.72,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wild rice r",0.0002528,46.17245926,-97.0106403,2.3132847,6.832,0.2196,0.0002528,0.338595535714286,0.0351730760343495
"241877",1733125,"USGS",6770000,"1731","1979-03-08","","Yes","McConnel","USGS",2.53,2430,"",NA,NA,"UNSP",0.04,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",2430,575,1150,2.11,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00130965,40.66473345,-99.2559277,106.83845,175.375,0.64355,0.00130965,0.6092,0.0404112166132803
"320644",831840,"USGS",2232500,"82","1939-11-07 13:45:00","EST","Yes","RLT","USGS",7.06,2270,"",NA,NA,"Good",0,2.2,"","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",2270,741,3380,0.68,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. johns r",0.00001112,28.54305529,-80.943392,314.01214,226.005,0.2074,0.00001112,1.38940350877193,0.0200199306672055
"282994",1601013,"USGS",8181800,"159","1973-04-16 15:16:00","CST","Yes","VG","USGS",24.84,4780," 6.0",0,-3,"FAIR",-0.24,NA,"","MEAS",1,"Unspecified","CWAY","QUNSP","",4780,130,1960,2.44,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san antonio r",0.0004062,29.2221853,-98.3558463,182.08988,39.65,0.7442,0.0004062,4.59243076923077,0.0748241925979056
"350147",304805,"USGS",3341500,"321","1954-03-10","","Yes","CAR","USGS",5.07,3890,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",3890,586,5040,0.77,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wabash r",0.00002872,39.4758698,-87.4189093,468.23112,178.73,0.23485,0.00002872,2.61976791808874,0.0433654175971722
"201297",170651,"USGS",3168000,"169","1951-11-12 16:45:00","EST","Yes","CHH","USGS",1.12,940,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",940,382,650,1.45,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"new r",0.00446022,36.93762235,-80.7456257,60.38695,116.51,0.44225,0.00446022,0.518298429319372,0.0974384186978444
"92103",642136,"USGS",2347500,"641","2003-05-09 11:00:00","EDT","Yes","MSR/JJG","USGS",24.69,37400,"15.0",0,1.1,"FAIR",0.1,1.8,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",37400,630,8400,4.49,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"flint r",0.00013947,32.72138889,-84.2325,780.3852,192.15,1.36945,0.00013947,4.06133333333333,0.0219519603959691
"112484",648103,"USGS",3433500,"649","1974-08-14","","Yes","Jke","USGS",1.41,67.3,"",NA,NA,"Good",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",67.3,78,43.8,1.54,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"harpeth r",0.00219206,36.0545633,-86.9285102,4.0691514,23.79,0.4697,0.00219206,0.171044615384615,0.0307146282307306
"227300",1773120,"USGS",8395500,"1884","1996-01-12 10:11:00","MST","Yes","gt","USGS",4.86,114,"18.0",-0.57,0,"GOOD",0,0.4,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",114,88,83,1.37,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.0006482,32.98930556,-104.3209722,7.710949,26.84,0.41785,0.0006482,0.287293181818182,0.0265288028944605
"25078",22571,"USGS",4260500,"223","1944-02-26","","Yes","x","USGS",1.86,1750,"",NA,NA,"Unspecified",NA,NA,"Unspecifed","UNSP",1,"Imported Channel 1","UNSP","QSCMM","VPAA",1750,223,572,3.46,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"black r",0.00361029,43.98555556,-75.9247222,53.140516,68.015,1.0553,0.00361029,0.781305829596412,0.0482994830559573
"226257",204684,"USGS",8395500,"153","1941-06-17","","Yes","Reiland","USGS",5.02,1300,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",1300,140,460,2.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.0006482,32.98930556,-104.3209722,42.73538,42.7,0.8601,0.0006482,1.00082857142857,0.029617293038574
"44982",50556,"USGS",6903900,"504","2004-01-29 09:30:00","CST","Yes","JCM","USGS",2.34,17.6,"16.0",0.14,0,"FAIR",0,0.48,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",17.6,35,11.8,1.5,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"chariton r",0.00113725,40.82187224,-92.8912543,1.0962554,10.675,0.4575,0.00113725,0.102693714285714,0.0161646429291426
"275793",631881,"USGS",5531044,"56","2015-07-22 11:20:30","CST","Yes","src/ntf","USGS",11.33,44.6," 6.0",0.01,-5.5,"FAIR",0,0.8,"CLER","MEAS",1,"main","WADE","QSCMM","VADV",44.6,94,134,0.33,"FIRM","SAND","EVEN","STDY","EVEN","STND","DNST",150,"salt creek",0.00007832,42.01694444,-88.0008333,12.449002,28.67,0.10065,0.00007832,0.434217021276596,0.0504189491079463
"252600",234696,"USGS",10155000,"646","1998-10-02 09:35:00","MDT","Yes","TAK","USGS",6.24,123,"34.0",0,-0.8,"GOOD",0,1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",123,57,85.9,1.43,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"provo r",0.00025227,40.60078555,-111.331572,7.9803677,17.385,0.43615,0.00025227,0.459037543859649,0.0216701739869793
